image_name,target
ISIC_0435396,0.0013198295
ISIC_0436298,0.94698936
ISIC_0436727,0.39115548
ISIC_0436779,0.03747963
ISIC_0436884,0.5756924
ISIC_0437081,0.8416838
ISIC_0437384,0.0078112385
ISIC_0437987,0.9753356
ISIC_0438584,0.9184999
ISIC_0439475,0.0020365336
ISIC_0441244,0.7878987
ISIC_0442293,0.9973314
ISIC_0442567,0.14624424
ISIC_0445097,0.0012308776
ISIC_0446097,0.9977125
ISIC_0446287,0.015081947
ISIC_0446447,0.9979265
ISIC_0448691,0.93219185
ISIC_0450552,1.3901184e-06
ISIC_0451155,0.55680645
ISIC_0451665,0.89316636
ISIC_0452297,0.6199943
ISIC_0453555,0.8741307
ISIC_0454124,0.07151758
ISIC_0454916,0.0015593873
ISIC_0456176,0.30534714
ISIC_0456797,1.7200315e-05
ISIC_0457344,0.31701693
ISIC_0457384,0.0033036498
ISIC_0457494,0.000117936295
ISIC_0457530,0.21143103
ISIC_0457688,0.0010205684
ISIC_0459718,0.346493
ISIC_0460023,0.14553371
ISIC_0460170,0.9921812
ISIC_0460323,0.0010062995
ISIC_0461615,0.9004289
ISIC_0462037,0.16557054
ISIC_0462120,0.15184583
ISIC_0462327,0.0025144252
ISIC_0462336,0.067823336
ISIC_0462792,0.0004981495
ISIC_0463800,0.35881823
ISIC_0464417,0.9995975
ISIC_0465975,0.020251805
ISIC_0467617,0.00042726487
ISIC_0468644,0.089089416
ISIC_0469457,0.31579757
ISIC_0470465,0.28060752
ISIC_0470699,0.9434522
ISIC_0473489,0.51551753
ISIC_0474220,0.45443508
ISIC_0476927,5.415728e-06
ISIC_0477213,0.18505566
ISIC_0477217,0.0005194698
ISIC_0477424,0.11012292
ISIC_0477793,0.7143634
ISIC_0477875,0.0316299
ISIC_0477986,0.7492577
ISIC_0479726,0.3000281
ISIC_0479755,0.15657654
ISIC_0480158,2.6903384e-05
ISIC_0481105,0.9999187
ISIC_0482298,0.002754067
ISIC_0482617,0.21212886
ISIC_0485889,0.0013881895
ISIC_0486436,0.0011127117
ISIC_0487789,0.017511286
ISIC_0488846,0.24629767
ISIC_0490555,0.028576102
ISIC_0492058,0.0014401128
ISIC_0493101,0.008200796
ISIC_0493429,0.9996964
ISIC_0493786,0.55961144
ISIC_0495167,0.13197625
ISIC_0495234,0.000288396
ISIC_0495887,1.0
ISIC_0495948,0.93473214
ISIC_0497721,0.050823614
ISIC_0498659,0.0011859874
ISIC_0500319,0.0023984804
ISIC_0500851,0.0074671647
ISIC_0501199,0.67960346
ISIC_0501295,9.3474795e-05
ISIC_0502032,0.032922365
ISIC_0502364,0.118111365
ISIC_0504453,0.9769902
ISIC_0504686,0.6052899
ISIC_0504935,0.0012462237
ISIC_0505403,0.22997311
ISIC_0505447,2.242594e-05
ISIC_0506082,0.0009718932
ISIC_0506198,0.99986947
ISIC_0508596,0.99488115
ISIC_0509538,0.0014095798
ISIC_0510408,0.00023986814
ISIC_0510439,1.9201329e-05
ISIC_0510794,0.98629457
ISIC_0511981,0.98385966
ISIC_0513674,0.8518275
ISIC_0513808,0.0015030587
ISIC_0515041,2.0883301e-06
ISIC_0515737,0.62873435
ISIC_0517531,0.009087094
ISIC_0517673,0.06396898
ISIC_0519860,0.08116639
ISIC_0520611,0.1549312
ISIC_0521580,0.00015018227
ISIC_0521689,0.0005207669
ISIC_0521877,0.0034133804
ISIC_0522569,0.29853815
ISIC_0523596,0.019921018
ISIC_0524466,0.0887054
ISIC_0524604,0.4961812
ISIC_0525213,0.045524806
ISIC_0525405,0.86440724
ISIC_0527588,0.1093709
ISIC_0528304,0.35190925
ISIC_0528945,3.4578115e-05
ISIC_0530946,0.29245678
ISIC_0532813,0.0004986114
ISIC_0533917,0.96784794
ISIC_0535264,0.99993503
ISIC_0535812,0.032871738
ISIC_0536393,0.00030015467
ISIC_0537310,0.0050097187
ISIC_0537430,0.9932597
ISIC_0538335,0.45737642
ISIC_0538391,0.98773474
ISIC_0539046,0.7836847
ISIC_0539432,0.87786
ISIC_0539662,9.9349214e-05
ISIC_0541206,0.7224138
ISIC_0542744,0.0061908364
ISIC_0542899,0.077009656
ISIC_0543866,0.0061444514
ISIC_0544482,0.13870285
ISIC_0545219,0.9836864
ISIC_0545222,0.019918015
ISIC_0546119,0.0002492582
ISIC_0546506,0.9698888
ISIC_0546632,0.049757194
ISIC_0546682,0.02034548
ISIC_0547086,0.18427676
ISIC_0548182,0.9896611
ISIC_0548968,0.96036446
ISIC_0550777,2.6820637e-06
ISIC_0554395,0.89950114
ISIC_0554507,0.0016090531
ISIC_0554535,0.99553764
ISIC_0554819,0.9990073
ISIC_0555540,0.878458
ISIC_0556297,0.00039338617
ISIC_0556505,0.945008
ISIC_0556568,0.39272994
ISIC_0557285,1.9185627e-05
ISIC_0557595,0.0022000198
ISIC_0557850,0.00082077243
ISIC_0558458,0.09106757
ISIC_0558563,5.3472554e-06
ISIC_0558899,0.012243657
ISIC_0559101,0.99999464
ISIC_0561202,0.3660768
ISIC_0564203,2.7626766e-06
ISIC_0565070,0.08946272
ISIC_0567332,0.9430729
ISIC_0570796,0.99064094
ISIC_0571162,0.6266996
ISIC_0571336,0.3679409
ISIC_0572486,2.5026924e-05
ISIC_0574930,0.0328921
ISIC_0576125,0.22971043
ISIC_0578316,0.003087619
ISIC_0578354,0.99781334
ISIC_0579350,2.3953276e-05
ISIC_0579367,0.3235266
ISIC_0580265,0.073123276
ISIC_0582447,0.5196459
ISIC_0582531,0.9690778
ISIC_0583833,0.0011063932
ISIC_0584197,0.99632984
ISIC_0585534,0.99217576
ISIC_0586493,0.0154209025
ISIC_0586601,0.0009325667
ISIC_0587024,0.8208301
ISIC_0587027,0.9999981
ISIC_0587527,0.9945182
ISIC_0588157,0.013975462
ISIC_0588162,0.00011605271
ISIC_0588352,0.9997954
ISIC_0589061,3.126709e-05
ISIC_0590646,1.1274586e-06
ISIC_0591142,0.99222
ISIC_0591685,0.009974968
ISIC_0592225,0.9635061
ISIC_0592796,0.00017578044
ISIC_0594374,0.13703705
ISIC_0594932,7.8872074e-07
ISIC_0595682,0.7108366
ISIC_0596005,0.33537856
ISIC_0596499,0.047028847
ISIC_0598190,0.0002565513
ISIC_0598769,0.099404775
ISIC_0600649,1.0
ISIC_0600710,0.00018075884
ISIC_0602170,0.00033438118
ISIC_0602633,0.9971934
ISIC_0603307,0.115513265
ISIC_0604055,0.61786795
ISIC_0604516,0.99547356
ISIC_0605259,0.0005760099
ISIC_0606244,0.9971386
ISIC_0607037,0.9996513
ISIC_0607397,0.00012742497
ISIC_0607473,7.114283e-05
ISIC_0607693,0.0005704282
ISIC_0608042,0.024966117
ISIC_0608105,0.3577449
ISIC_0608330,0.00019430874
ISIC_0609220,0.012954079
ISIC_0609770,0.14905679
ISIC_0610325,0.5272515
ISIC_0611293,0.05514783
ISIC_0611390,0.013498721
ISIC_0611822,0.017536255
ISIC_0612337,0.09049444
ISIC_0613199,0.05387385
ISIC_0613239,0.10649776
ISIC_0613293,0.054097563
ISIC_0613555,0.9988914
ISIC_0613748,0.019518148
ISIC_0615241,0.012260651
ISIC_0616900,0.031042911
ISIC_0619695,0.07128637
ISIC_0620316,0.0003353383
ISIC_0620379,0.950052
ISIC_0620581,5.3958465e-05
ISIC_0621355,0.029520499
ISIC_0621919,0.00046980247
ISIC_0622203,0.023607932
ISIC_0622461,7.4204595e-06
ISIC_0623254,0.009679067
ISIC_0623493,0.004569212
ISIC_0623650,1.9107369e-05
ISIC_0624194,0.01738859
ISIC_0627128,0.97313505
ISIC_0627467,5.7369758e-05
ISIC_0631039,0.33033758
ISIC_0633018,0.37039208
ISIC_0633831,0.84717166
ISIC_0634161,0.44601572
ISIC_0634896,1.0
ISIC_0635396,0.0048826616
ISIC_0635721,0.979151
ISIC_0636920,0.1886259
ISIC_0637104,0.9980044
ISIC_0637231,0.002496222
ISIC_0639631,0.040960964
ISIC_0640439,0.64149255
ISIC_0641371,0.010018237
ISIC_0644758,2.6582964e-05
ISIC_0644873,0.21800062
ISIC_0645560,0.12464867
ISIC_0646211,0.04278197
ISIC_0646723,0.00027643738
ISIC_0647385,0.9999851
ISIC_0649394,0.010873888
ISIC_0650063,0.9999888
ISIC_0650090,0.0021712317
ISIC_0653629,0.35863358
ISIC_0653693,0.031179784
ISIC_0653761,0.9832001
ISIC_0654120,0.0012008911
ISIC_0655378,1.6371958e-07
ISIC_0655512,0.85711575
ISIC_0656308,0.012241032
ISIC_0660782,0.9979359
ISIC_0660925,0.98534876
ISIC_0662288,0.963899
ISIC_0663197,0.36568397
ISIC_0663707,4.1434017e-05
ISIC_0664454,0.007972178
ISIC_0664524,0.00065616576
ISIC_0665430,0.78645235
ISIC_0665521,2.6928541e-05
ISIC_0667449,0.00026267272
ISIC_0668855,0.08273613
ISIC_0669360,0.0025139612
ISIC_0671119,0.63467056
ISIC_0673217,0.95932037
ISIC_0673441,0.2136305
ISIC_0673705,0.7616673
ISIC_0673777,7.302572e-05
ISIC_0673970,0.9144425
ISIC_0674308,0.99997306
ISIC_0674636,0.9993186
ISIC_0674769,0.0012566443
ISIC_0675554,6.930374e-05
ISIC_0675743,0.048918802
ISIC_0676272,0.24400924
ISIC_0676443,0.9946074
ISIC_0676863,3.5221623e-07
ISIC_0677660,0.8884259
ISIC_0678034,0.004614257
ISIC_0680997,0.0050842874
ISIC_0681019,0.9999752
ISIC_0681410,0.057626233
ISIC_0681751,0.28905728
ISIC_0682057,0.022134043
ISIC_0682495,1.0557193e-05
ISIC_0682907,0.0128190955
ISIC_0682960,2.9601522e-05
ISIC_0684256,0.9396541
ISIC_0684654,0.014122825
ISIC_0684862,0.09102187
ISIC_0685033,0.41405344
ISIC_0685067,0.9607654
ISIC_0686961,0.99982506
ISIC_0689307,1.1867884e-06
ISIC_0692073,0.9987896
ISIC_0695000,0.8585603
ISIC_0695255,0.122995414
ISIC_0695851,4.434382e-05
ISIC_0697455,0.85702413
ISIC_0698209,0.76837695
ISIC_0700078,0.010175881
ISIC_0700201,0.008823277
ISIC_0701187,0.38822433
ISIC_0701649,6.224264e-06
ISIC_0701776,0.010105972
ISIC_0703440,0.12673001
ISIC_0703903,0.9726854
ISIC_0703979,0.038707376
ISIC_0704243,0.08286642
ISIC_0704245,0.00039843103
ISIC_0704435,0.887924
ISIC_0705764,0.0030708003
ISIC_0705909,0.033764325
ISIC_0707036,0.9552823
ISIC_0707359,0.035546757
ISIC_0707819,0.13728936
ISIC_0708442,0.98850816
ISIC_0708867,0.9225587
ISIC_0708878,0.011614866
ISIC_0710840,0.042460818
ISIC_0712978,0.9840274
ISIC_0713157,0.0015523569
ISIC_0714126,0.00047122556
ISIC_0714540,0.10235364
ISIC_0715784,2.1188644e-05
ISIC_0715864,0.52131927
ISIC_0716650,0.08838418
ISIC_0717635,0.0010910571
ISIC_0718698,0.004199673
ISIC_0719763,4.7171663e-05
ISIC_0720050,0.94746405
ISIC_0720319,0.2279946
ISIC_0721575,0.0410813
ISIC_0721927,0.94382083
ISIC_0722065,0.07694369
ISIC_0722323,0.02374375
ISIC_0723369,0.29396093
ISIC_0723819,0.81880957
ISIC_0724106,0.03668103
ISIC_0724784,0.001482428
ISIC_0727953,0.091220535
ISIC_0728055,0.6712574
ISIC_0728474,0.0034961626
ISIC_0728977,0.0001800807
ISIC_0729188,0.95486647
ISIC_0729365,0.833411
ISIC_0732158,0.7897044
ISIC_0732261,0.014733584
ISIC_0733408,0.9674013
ISIC_0734038,0.61536974
ISIC_0734761,0.13929862
ISIC_0735344,0.9879131
ISIC_0735361,0.057596277
ISIC_0735507,0.005308372
ISIC_0737285,0.9994043
ISIC_0737596,0.99569005
ISIC_0737951,0.082139954
ISIC_0738067,0.118084036
ISIC_0738616,2.5824838e-05
ISIC_0739064,1.1654082e-05
ISIC_0739401,0.677375
ISIC_0740997,0.82499313
ISIC_0743576,0.000771908
ISIC_0743739,0.00035618758
ISIC_0743789,0.00038069405
ISIC_0746818,0.99989843
ISIC_0747114,0.0061061857
ISIC_0748291,0.34953913
ISIC_0749073,0.0072168116
ISIC_0749202,0.00081284984
ISIC_0752872,0.07633314
ISIC_0753499,0.00025620888
ISIC_0755453,0.740849
ISIC_0756977,0.6473717
ISIC_0757171,0.9977737
ISIC_0758024,0.17178695
ISIC_0758246,0.0002698432
ISIC_0758568,0.017298725
ISIC_0759383,0.018686622
ISIC_0760154,0.005612213
ISIC_0760260,4.1886662e-07
ISIC_0762091,0.023297273
ISIC_0763495,0.55583256
ISIC_0764739,0.951101
ISIC_0765355,0.999663
ISIC_0767812,0.35175917
ISIC_0769066,0.000625906
ISIC_0770095,0.5267505
ISIC_0770234,0.0016911831
ISIC_0770508,0.947799
ISIC_0770817,0.023087343
ISIC_0771788,0.9647382
ISIC_0772522,0.019680489
ISIC_0772578,0.9093747
ISIC_0772706,4.877194e-05
ISIC_0773190,0.00025036666
ISIC_0774444,0.010847695
ISIC_0775579,0.37606856
ISIC_0775584,0.9992531
ISIC_0776524,0.033633105
ISIC_0776616,0.5448895
ISIC_0776803,0.6424273
ISIC_0776824,0.99633944
ISIC_0777077,0.99996996
ISIC_0778512,0.14821483
ISIC_0779258,2.4023691e-05
ISIC_0780165,0.7587158
ISIC_0781571,0.99999034
ISIC_0784160,0.00021616406
ISIC_0785830,0.18332502
ISIC_0786267,3.6483685e-05
ISIC_0786322,0.76031905
ISIC_0788550,0.017955698
ISIC_0792325,1.1447262e-05
ISIC_0792492,0.004632936
ISIC_0792564,3.1575237e-05
ISIC_0792986,0.0002823467
ISIC_0794617,0.13588353
ISIC_0795653,0.020620318
ISIC_0796707,0.22651395
ISIC_0797113,0.9974445
ISIC_0799427,0.022766825
ISIC_0799785,3.4965888e-05
ISIC_0799979,0.4913348
ISIC_0800693,0.11380371
ISIC_0801740,0.1822631
ISIC_0802693,0.012993849
ISIC_0803310,0.59167844
ISIC_0803341,0.9353002
ISIC_0803636,0.052111287
ISIC_0804023,0.97064745
ISIC_0805392,3.1627194e-05
ISIC_0807283,0.0017659224
ISIC_0807404,0.013460599
ISIC_0808861,0.999995
ISIC_0809377,0.0010481796
ISIC_0809747,0.00040154418
ISIC_0810336,0.13892584
ISIC_0810894,0.99904364
ISIC_0811323,0.0004279548
ISIC_0813138,0.1256229
ISIC_0813352,0.99176764
ISIC_0814613,0.005701072
ISIC_0816087,0.012488018
ISIC_0816173,0.57867306
ISIC_0817883,0.009598784
ISIC_0818301,0.03855033
ISIC_0821277,0.0019303554
ISIC_0821445,0.95061725
ISIC_0821598,0.017413609
ISIC_0822581,0.99097973
ISIC_0823047,0.0012589872
ISIC_0823591,0.0005113223
ISIC_0824050,0.00013783958
ISIC_0825029,0.012943286
ISIC_0825725,0.108552255
ISIC_0829859,0.047170088
ISIC_0830589,0.0007359406
ISIC_0834674,0.6445052
ISIC_0835778,0.67264295
ISIC_0836745,0.6222837
ISIC_0839044,0.0030900063
ISIC_0839368,0.2196996
ISIC_0840535,0.19339411
ISIC_0840661,0.0011408107
ISIC_0841028,0.99088717
ISIC_0842398,0.32090616
ISIC_0842798,0.021706883
ISIC_0843175,0.5756806
ISIC_0843626,0.43912715
ISIC_0844546,0.63106245
ISIC_0844930,0.053918466
ISIC_0844952,0.9997353
ISIC_0845696,0.0007056822
ISIC_0848406,0.0005145094
ISIC_0848986,0.0014477458
ISIC_0851144,0.0063022175
ISIC_0852759,0.9910358
ISIC_0853184,0.9999994
ISIC_0853566,0.00045478062
ISIC_0853893,0.17952922
ISIC_0854582,0.98918635
ISIC_0855262,0.81929076
ISIC_0856987,0.009409806
ISIC_0857436,0.0017583601
ISIC_0857443,0.8865277
ISIC_0857595,0.030397918
ISIC_0861327,0.014362212
ISIC_0862505,2.7228245e-05
ISIC_0863212,0.4534515
ISIC_0864741,9.554329e-07
ISIC_0865303,0.091616966
ISIC_0866123,0.0005729199
ISIC_0866838,0.0017227336
ISIC_0867509,0.9317431
ISIC_0867683,0.99946374
ISIC_0868513,0.21873102
ISIC_0869415,0.00077939505
ISIC_0870455,0.99199355
ISIC_0870529,0.014803917
ISIC_0871473,1.0240547e-05
ISIC_0873174,0.993785
ISIC_0874437,0.532733
ISIC_0874522,0.86261106
ISIC_0874582,0.0027472773
ISIC_0874773,0.99525887
ISIC_0875072,0.017543782
ISIC_0876617,0.004343603
ISIC_0876689,0.982249
ISIC_0877438,0.029779086
ISIC_0877919,0.02454913
ISIC_0878952,0.32329556
ISIC_0879061,0.7818314
ISIC_0879986,0.18026416
ISIC_0881100,0.06739283
ISIC_0881645,0.0021986878
ISIC_0881966,0.42798066
ISIC_0883924,0.007591655
ISIC_0884023,0.012868533
ISIC_0884538,0.12239666
ISIC_0885369,0.00027661666
ISIC_0885617,0.9983853
ISIC_0886447,0.49286222
ISIC_0887532,0.2639377
ISIC_0887743,0.64490515
ISIC_0887966,0.018133854
ISIC_0890305,0.004666438
ISIC_0891059,0.0014982611
ISIC_0891718,0.095216304
ISIC_0892179,0.047481965
ISIC_0893984,0.009440203
ISIC_0894308,0.066948034
ISIC_0894646,0.010329399
ISIC_0896427,0.9999995
ISIC_0897639,0.003388664
ISIC_0897958,0.88422686
ISIC_0898069,0.028798025
ISIC_0899393,0.006427877
ISIC_0900251,0.03674682
ISIC_0904702,0.00085809367
ISIC_0904866,0.0013203782
ISIC_0906558,0.0067434437
ISIC_0908698,0.70342153
